,claim,label
28584,"""House Minority Leader Nancy Pelosi said of the Affordable Care Act, in 2010: """"We have to pass the bill so that you can find out what is in it.""",2
9106,"Cardiac stem cells from young hearts could rejuvenate old hearts, new study shows",1
4301,Study: Asian carp could find plenty of food in Lake Michigan.,0
3755,Trans teen’s war with his body started when he was just 10.,0
13110,"""Jill Stein Says climate scientist James Hansen says """"we have until perhaps 50 years from now,"""" or maybe a little longer """"and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",1
8738,NASA astronaut Christina Koch returns to Earth after record mission.,0
10653,New Help to Free Legs From a Web,1
37507,"EMS workers in New York City and on Long Island are receiving binding orders not to transport patients in cardiac arrest or those they are unable to resuscitate outside the hospital during the COVID-19 pandemic, effective as of April 2 2020.",3
36138,"""Two altar boys were arrested for """"putting weed in the censer-burner.""",1
34532,"Summer Zervos was paid $500,000 to fabricate her sexual harassment claim against Donald Trump.",3
26622,“Wisconsin is the only state where all Republicans voted against protecting its citizens.”,0
22980,"Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.",0
3911,114 Colorado schools split $10M for upgrades after shooting.,0
9506,Tweaking brains with ‘smart drugs’ to get ahead in Silicon Valley,2
9387,Selfie medicine: Phone apps push people to take their pills,2
32722,A college student wound up in a coma after ingesting two gallons of semen as part of a social media challenge.,1
22095,"""John Whitmire Says the Texas Board of Nursing has a backlog of """"3,000 complaints against nurses, many of them sexual assaults, malfeasance.""",0
16906,"""There have been 74 """"school shootings in America since Sandy Hook.""",1
7476,EU official warns of extremists exploiting virus outbreak.,0
6772,Wisconsin sanctions assisted living facility after death.,0
4112,Kentucky health agency now without infectious diseases chief.,0
11423,Generic heart medication shown to prolong ovarian cancer patients' survival,2
4069,King County confirms 7th case of vaping-related lung disease.,0
5023,Gambians file suit against ex-leader over alleged HIV ‘cure’.,0
4900,"Northeast officials team up to push pot, vaping regulations.",0
9155,FDA approves new combination treatment for acute myeloid leukemia,0
36408,A meme contrasts the official statements of President Donald Trump and former President Barack Obama on the Notre Dame Cathedral fire.,2
3336,Nursing home where 12 died after storm has license revoked.,0
32177,A photograph shows a man who was diagnosed with eye cancer due to using his cell phone at night.,1
36262,Tommy Lee wrote a scathing rant about Donald Trump and his followers.,1
33764,Rapists are using small children who appear to be lost to lure victims to them.,1
26332,Barack Obama “is the first ex-president to ever speak against his successor.”,1
1583,Sting like a bee: alternative therapy in Gaza.,0
9744,Women are not getting treated for menopausal symptoms,2
27204,"""A passage from a speech JFK was supposed to deliver on the day he was assassinated stated that """"our duty as a party is not to our party alone, but to the Nation, and, indeed, to all mankind.""",0
10374,Three Heart Tests Every Woman Should Know About,1
40973,Covid-19 patients have been misdiagnosed as having pneumonia when they actually have a blood clotting condition called disseminated intravascular coagulation.,1
28843,"""A male penguin searches an entire beach for the """"perfect pebble"""" to lay at the feet of his chosen female penguin.""",2
7676,WHO panel calls for registry of all human gene editing research.,0
16251,"""Suicide comes from federal government largesse """"saying you are not worth anything but you are going to get something for nothing.""",1
26830,Viral image Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.,1
10318,Oxygen therapy breathes new life into autism treatment,0
1004,"Uganda clears three experimental Ebola treatments, watches for spread.",0
2116,At least 42 fatalities tallied in California's deadliest wildfire ever.,0
2528,"U.S. pediatricians back gay marriage, adoption rights.",0
14874,"29 mass shootings have been committed by concealed carriers since 2007, while during this period only one (1) licensed civilian meaningfully intervened in a mass shooting.",2
40836,"Under the current system, people on a work, study or family visa only pay a £400 surcharge to use the NHS.",0
2521,New York City wants to ban cigarette sales to people under 21.,0
28300,"A video documents that Planned Parenthood harvested the brain from a living, late-term aborted fetus.",2
17229,"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",2
41090,0070031450 A1 is a US patent for BSE (mad cow disease).,1
7818,Hundreds of cannabis workers fall ill in Albanian village.,0
41842,"Dishonestly called 'Medicare for All,' the Democratic proposal ... would cost an astonishing $32.6 trillion during its first 10 years.",2
15419,Six thousand people have sought addiction treatment through expanded Medicaid.,1
9017,Noninvasive stimulation device can help prevent migraine attacks,1
11372,Robotic prostate surgery may mean big trade-off,0
11899,The Democrats filibustered the legislation that would’ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.,1
10064,Older women with healthy bones may not need frequent bone scans,1
9973,An aspirin a day – for years – may keep colon cancer away,0
31263,A Vox infographic calculated Republican lawmaker deaths against lives potentially saved by their effects on healthcare policy.,1
9976,Acupuncture Might Treat Certain Kind of Lazy Eye,2
7185,UN health chief warns of ‘very high’ risk of Ebola spread.,0
27093,"""Sen. Joe Biden told an audience which included hundreds of African Americans that Republican economic policies would """"put y'all back in chains.""",0
10582,More than 1000 Lives Reported Saved with Help of EVZIO® (naloxone HCl injection) Auto-injectors,2
7183,"Coons, US Senator from Delaware, will face primary challenge.",0
1385,UK rejects Merck's Keytruda as initial treatment for lung cancer.,0
17228,"""For educational testing, Florida """"has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.""",2
34218,"""A 23-year-old woman named Ava Roberts has become """"the youngest female African-American doctor.""",3
33971,"""South Carolina state Senator Thomas Corbin told a colleague at a dinner function that women are a """"lesser cut of meat.""",0
39856,   This is a forwarded email that warns not to eat tilapia because it comes from China.   ,1
30646,A priest with HIV who raped children was exonerated by the Catholic Church and then crucified.,1
24090,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,1
1173,"Diesel vehicle refits costly and could affect performance, Volkswagen says.",0
5894,"After brain surgery, Jimmy Carter returns to hometown church.",0
3391,Opponents drop bid to block California vaccination law.,0
11483,"FDA approves new, targeted treatment for bladder cancer",0
9768,F.D.A. Approves Heart Drug Entresto Said to Cut Death Risk by 20%,0
29071,Telephone customers returning one-ring calls from foreign phone numbers are charged hefty fees.,2
28919,A column written by Clinton adviser-turned-opponent Dick Morris pointed out details elided in a 2007 Hillary Clinton campaign ad narrated by President Bill Clinton.,2
27150,The DOJ changed the definition of domestic violence on their website without explanation.,0
27457,A photograph shows insects embedded in a dog's mouth.,0
9159,Patients with drug-resistant malaria cured by plant therapy developed at WPI,2
4099,Scientist: Complaints about rodent infestation led to firing.,0
29450,"""Donald Trump said veterans suffering from PTSD are """"weak,"""" """"unfit,"""" and """"can't handle"""" military service.""",1
8673,Indonesia transport minister confirmed to have coronavirus as cases climb.,0
30356,"""An image shows an advertisement for a """"legally edible"""" meat product called """"boned rolled pig.""",1
29761,"Linda Collins-Smith, a former Arkansas politician who was shot to death in June 2019, was about to testify against Hillary Clinton.",1
19827,"""Cuts in local government and school funding in John Kasich’s budget caused """"many communities to seek school levies, local tax increases, layoffs.""",2
528,Four killed in attacks against Ebola response centers in Congo.,0
33617,Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.',1
29523,Dryer sheets permeated with fabric softener contain at least seven dangerous toxic chemicals.,1
9190,Testosterone therapy provides protection against cardiovascular disease in men with low testosterone,1
475,Special Report: FDA targets e-cigs that hook teens but don't help smokers quit.,0
2047,"Science should find aliens, halt cancer: survey.",0
10148,Fungus Got Your Toes? Zap It,0
26735,The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.,1
1745,Sexual health report says $25 per woman per year would reduce deaths.,0
8006,"U.S. judges stop Texas, Ohio, Alabama from curbing abortions during coronavirus crisis.",0
33400,"""Senator Dianne Feinstein said that """"All vets are mentally ill and the government should prevent them from owning firearms.""",1
16375,"""Hospitals have already begun layoffs, a direct result of Republican inaction"""" on Medicaid expansion.""",2
22173,"""Herman Cain Says """"in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. That's why people have to wait.""",1
9056,Allergan Receives FDA Clearance For the CoolSculpting® Treatment To Improve Appearance Of Lax Tissue In The Double Chin,1
1964,Rural doctor shortage prompts opening of medical school.,0
27117,Alexandria Ocasio-Cortez graduated cum laude from Boston University's College of Arts and Sciences in 2011.,0
17492,"""The General Assembly """"has no explicit constitutional authority to impose income, sales, estate and the myriad of other taxes upon us.""",0
3195,"Cuomo’s 2020 agenda: Fight hate, help planet, legalize pot.",0
28555,"""Congress """"quietly"""" passed legislation allowing authorities to raid private property with no warrant.""",2
8583,CDC removes unusual guidance to doctors about drug favored by Trump.,0
22084,Jay Goyal Says there are more federal dollars in Gov. John Kasich's budget plan than in the previous state budget.,1
27546,"""A dangerous new drug known as """"gray death"""" can kill through the air and skin contact.""",0
3812,Trump proposes reduction of drug costs under Medicare.,0
21883,"As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.",1
15302,97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,2
16080,"Georgia has had 12 school shootings in the two years since the mass killing at Sandy Hook Elementary School, more than any other state.",1
24686,"""Sotomayor """"ruled against the white firefighter — Ricci and other white firefighters — just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.""",1
7748,100% Pure? New Zealand's deteriorating water raises a stink.,0
36166,"Singer Elvis Presley received a polio vaccination live on television in 1956, which raised vaccination rates in the United States by a startling amount.",2
14920,"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.",2
8276,"Posthumous sperm donation should be allowed, say UK experts.",0
7308,Mississippi governor signs ‘heartbeat’ abortion law.,0
9520,Short Course of Antibiotics Not Best for Kids' Ear Infections,1
7010,"Feminist icon Gloria Steinem adored, reviled in divided Ohio.",0
2669,Brain scans predict which dyslexics will read.,0
10294,AIDS Drugs Show Prevention Promise,1
34197,"""In the late 1800s and early 1900s, Louis Vuitton sponsored """"human zoos"""" in which black people were put on display like exotic circus animals.""",3
5685,UN climate report: Change land use to avoid a hungry future.,0
11266,Women who eat lots of fiber have less breast cancer,0
8808,Weight-loss drugs may harm developing brain: study.,0
14237,"""Marijuana is a Schedule I drug, """"which you understand means that you can’t do any research about it.""",1
8960,First-Ever Rapid Response Test for Levels of Bifidobacterium in Baby's Gut Microbiome,1
8077,"Cairo, the city that never sleeps, shuts for coronavirus night-time curfew.",0
10884,FDA approves new drug to treat aggressive breast cancer,2
15296,"""Austin is """"effectively"""" imposing """"a ban on barbecue restaurants.""",1
22628,"""When the Milwaukee County mental health facility is full, """"cops sit out there in their squad cars with a mentally ill patient""""  and sometimes """"spend an entire shift out there doing that.""",1
12685,A New York man has allegedly infected 240 people with the HIV virus by sleeping with men and women.,1
7799,"McDonald's to offer first-ever organic burger, in Germany.",0
30424,A scientific study shows the death of Alfie Evans was caused by aluminum additives in vaccines.,1
8433,India charges Muslim leader with culpable homicide for coronavirus surge.,0
10850,One-day fight against herpes,2
25893,The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,1
35255,"In April 2020, the Himalayas were visible from northern India for the first time in 30 years.",2
25746,Our (COVID-19) numbers are better than almost all countries.,1
16202,I spent only $36.29 on my campaign for governor.,0
9724,Ovarian Tissue Transplant Can Help Some Women Have Kids After Cancer Treatment Researchers in Denmark report a success rate of about 30 percent,0
15235,"Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women don’t need you!",2
13072,"""More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but """"the federal government has still only committed $7 million"""" to help Florida.""",2
28730,New research suggests that Marmite helps combat premature ejaculation.,2
22227,The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governor's signature on a death warrant to end the case.,0
31825,Actress and comedian Sherri Shepherd has died of a heart attack.,1
8821,Swiss study suggests diabetes drugs double fracture risk.,0
29932,Some 18 million 'illegal immigrants' received benefit checks during a government shutdown in January 2019.,1
3354,Pakistan issues health IDs for trans people to improve care.,0
10856,Drug OK’d to Fight Breast Cancer Relapse,0
18181,"""Luis Gutierrez Says under the Senate immigration bill, newly legalized immigrants will """"pay every tax possible, but you don’t get a single benefit"""" for 10 years.""",0
26278,Nancy Pelosi Says President Donald Trump is “morbidly obese.”,1
34441,"""The """"Blue Whale"""" suicide game has been responsible for more than 130 suicides in Russia.""",3
10879,Thousands of schizophrenics might be alive if they had been on clozapine,1
8048,Some Kenyan nurses refuse coronavirus patients in protest over shortages: union.,0
7891,"Quake hits Zagreb, PM urges social distancing as residents flee buildings.",0
1296,Middle-East resident diagnosed with MERS in Britain.,0
13488,"""Americans for Prosperity: Florida Says """"Patrick Murphy’s ‘Pay More’ energy agenda means you could pay another $500 a year for your utility bills!""",1
38798, Leftover onions become poisonous after just a day because they’re magnets for bacteria. ,1
38786, Steve Burns from “Blues Clues” has died in a car accident. ,1
9085,Genetic testing helps set safe dose of common blood thinner,0
10123,Plavix Can Help Cut Death Risk in Certain Heart Patients,1
23573,I've shut down pill mills.,1
2825,Gay juror's ouster forces new U.S. pharma trial.,0
8829,FDA says generic Wellbutrin OK despite reports.,0
28398,"Nike workers in Vietnam earn 20 cents per hour, work 70 to 80 hours per week, and are 80 percent female.",2
7339,Navajo Nation residents to be under strictest lockdown yet.,0
9118,Radiation prior to surgery reduces risk of secondary tumors in early-stage breast cancer,2
31086,"""Police in Charlottesville were issued a """"stand down"""" order and told to let violence happen.""",1
9493,"Vaccine shows protection against gonorrhea for first time, study says",0
5537,"‘Survive, not enjoy’: Heat, humidity gripping half the US.",0
9280,Study shows first signs that ADHD drug may improve cognitive difficulties in menopausal women,1
4304,"Science Says: Why scientists prize plant, animal genomes.",0
2937,China says child deaths not linked to hepatitis vaccine.,0
1381,U.S.-UK alliance targets the world's deadliest superbugs.,0
15366,"""The California governor """"says yes to poisoning more children with mercury and aluminum"""" in vaccines.""",1
22365,"""Oregon concealed gun applications include """"home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house … whether you were dishonorably discharged from the military, what controlled substances you are taking and  were you ever accused of -- accused, mind you -- of stalking.""",0
38612," Claims that after successfully unlocking one of the San Bernardino shooter’s iPhones the FBI spilled water on it, rendering it useless, have gone viral. ",1
2018,London council confiscates breast milk ice cream.,0
34762,The family of a terminally ill boy is asking people to send him Christmas cards.,2
33978,"""H. L. Mencken wrote that eventually """"the White House will be adorned by a downright moron.""",0
11631,How to diagnose systemic infections much more quickly and reliably,2
10468,The dark side of eye surgery,1
37714,"""In August 2020, news outlets reported the """"escape"""" of """"nuclear cannibal ants"""" from a bunker in Russia.""",2
41746,"""Crime is up"""" in New York City under Mayor Bill de Blasio's leadership.""",1
3347,"A year after Michael, Florida community still in crisis.",0
12033,The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...,1
35688,"A zookeeper in Paderborn, Germany, was killed when an elephant defecated on him.",1
26025,"COVID-19’s “contagion probability” between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",1
26439,Covid-19 is now the leading cause of death in the United States.,2
25913,"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).",0
4450,University studies cancer risk and testing for black women.,0
14467,"""James Dobson Says Ted Cruz’s wife Heidi """"will be the very first pro-life first lady.""",0
5703,Texas guard Andrew Jones diagnosed with leukemia.,0
8680,Europe is epicenter of coronavirus pandemic: WHO.,0
15811,"""A """"majority of our students are trapped in"""" underperforming schools.""",1
1906,Arkansas farmer seeks to save historic turkey breeds.,0
29448,Muslims demanded the U.S. Army change its dress code to allow beards and turbans.,1
18614,"""Rick Perry Says Houston is """"home to more doctors, more nurses, more researchers than any other place in the world.""",1
3602,"Penn State creates food packaging material from wood, shells.",0
24507,Gas will reach $4 a gallon under a cap-and-trade plan.,1
34725,A photograph shows an improperly displayed American flag outside of a Quality Inn hotel in May 2019. ,2
4187,"Environmentalists, state officials disagree on toxin limits.",0
7265,McHenry County to give teachers youth mental health training.,0
38696," There’s buzz that Crest Pro Health Tooth Paste contains blue beads, or polyethylene, that can become lodge in your gums, allowing bacteria to enter. ",2
30608,A judge cut fifteen years off the sentence of a man convicted of lewd acts with a 3-year-old girl because the perpetrator claimed the child had 'asked to be raped.',1
6608,"Jets QB Sam Darnold cleared to play, will start vs. Cowboys.",0
7193,Castro meets with Nevada Latino leaders ahead of 2020 bid.,0
26389,Facebook post Says Wisconsin Gov. Tony Evers “wants to force residents to fund Planned Parenthood abortion business.”,1
10433,Impact of first federally funded anti-smoking ad campaign remains strong after three years,2
7154,Ewe now have sheep in new program at Tuscaloosa school.,0
4089,Illinois patient’s death may be first in US tied to vaping.,0
8425,Mass COVID-19 testing underway at stricken Belgian care homes.,0
2732,"GSK upbeat on heart drug, cancer vaccine despite setbacks.",0
1590,"For New York hospital's patients, miniature horses are a strong medicine.",0
22979,"""A recent report from the president's deficit commission was """"completely empty"""" on controlling health care costs.""",1
16049,"Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Islamic extremists.",2
38805, Parents should be on the lookout for a new street drug that looks like gummy bears that could be given out as Halloween candy. ,1
10586,"For weight loss, add sleep and relaxation to diet and exercise",1
11604,Breast Cancer Drug Looks More Promising,2
12112,Muslims’ disturbing plan comes out after grocery stores go bare to prepare for Irma.,1
10537,Routine screenings prevent cervical cancer in elderly women,2
5567,Jury deliberations to resume latest meningitis outbreak case.,0
11048,Tumor profiles can help improve treatment,0
8088,"U.S. companies, labs rush to produce blood test for coronavirus immunity.",0
22101,"""President Obama’s health care law """"represents a government takeover of health care.""",1
26514,"""Tweets Says Rudy Giuliani """"bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"""" in early February.""",1
4268,Officials study link between rain and bacteria in water.,0
31885,"Salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",1
9448,Cutting-edge immunotherapy treatment approved for another deadly cancer,2
1635,"Global life expectancy rises, but people live sicker for longer.",0
27015,"""NARAL Pro-Choice America Says Scott Walker """"said that forcing women facing abortion to get invasive ultrasounds was 'just a cool thing.'""",1
34651,Drug testing welfare recipients (and then disqualifying those who fail from collecting benefits) is an effective method for saving taxpayer money.,3
3963,"Farmer enters plea, will serve probation in dead cow case.",0
32832,Donald Trump ex-wives admitted that the Republican Presidential candidate forced them to have abortions.,1
10738,Robotic help at heart of hospital’s bypass surgery initiative,1
28434,"""Several cities have started to use """"silent fireworks"""" in order to make the shows more enjoyable for children, pets, and people with PTSD.""",2
12346,There is no reason for anybody to be losing any of their current benefits under Medicaid.,1
465,"Tremors worsen on New Zealand volcano island, prevent recovery of bodies.",0
26691,"Of the Trump administration’s European travel restrictions that exempt the U.K.: “Well, you can just get into the Chunnel, and you’ll be in the U.K.”",2
9703,"""Bubble baby"""" stem cell treatment looks like a cure""",1
25958,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",1
27758,A paramedic saved the doctor who saved his life as a baby.,0
3239,Celebrity suicides highlight troubling trend in midlife.,0
39052," This email lists seven alleged court decisions in various states in the U.S. that awarded large cash awards to people under apparently absurd circumstances, including occasions when they were responsible for their own injury or loss.  Later versions say these court cases have won the “Stella Award,” named after an elderly woman who won a large award from a lawsuit against McDonalds’s. ",1
8400,"U.S., European health agencies to partner drugmakers in coronavirus fight.",0
29870,A double standard was at play in the FBI's raid of the office of Donald Trump's lawyer but not Bill Clinton's.,1
14218,"""Kelly Ayotte """"has voted to defund Planned Parenthood"""" six times.""",0
9399,This Chef Lost 50 Pounds And Reversed Pre-Diabetes With A Digital Program,2
27833,Law enforcement's search for a prolific counterfeiter of one-dollar bills lasted ten years.,0
29912,George Soros was arrested in Switzerland in February 2019. ,1
3025,New Mexico health officials report first child flu death.,0
36473,The media lied about the Momo challenge and real Momo videos have been located and shared.,2
11572,Less Frequent Mammograms May Lower False-Positive Results,2
5897,Legionnaires’ disease found in person who didn’t attend fair.,0
26436,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",1
7516,US to screen airline passengers from China for new illness.,0
31948,A photograph of a shark leaping out of the water is real and won an award from National Geographic.,1
35055,"Almost 200 people in Italy died from the coronavirus in a 24-hour period between March 11 and 12, 2020.",0
4791,"As Cron, Rosario return, Twins put Buxton on concussion list.",0
9961,Therapy offers hope for infants at risk,1
9263,Osteopathic manipulative treatment improves outcomes for elderly pneumonia patients,1
5659,Congo student with Ebola still finds a way to take exams.,0
1610,Florida Supreme Court approves language of medical marijuana proposal.,0
26856,"Yet, for all that spending, health outcomes today on Medicaid are mediocre and many patients have difficulty accessing care.”",1
157,Pope says deforestation must be treated as a global threat.,0
41865,"Said that living near wind turbines is noisy, enough to make someone “go crazy after a couple of years.”",3
1026,Biden unveils $1.7 trillion climate plan to end U.S. carbon emissions by 2050.,0
8471,Exclusive: Emails show U.S. officials brushed off state concerns on drive-through virus tests.,0
14282,The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.,1
23901,"""Under the new health care law, the elderly will be denied care when they have """"passed the age limit for treatment.""",1
14452,"""Ted Cruz Says Donald Trump and Marco Rubio opposed Cruz’s """"efforts to defund Planned Parenthood.""",1
9132,New Data From the Elekta Lung Research Group Support the use of Stereotactic Body Radiation Therapy in Elderly Patients With Early-stage Lung Cancer,1
13116,"""In Flint, Mich., """"the pipes still haven't been replaced. The water is still poisoned.""",2
17644,"""Firearms homicides are down about 40 percent"""" since Texas passed concealed-gun permit law.""",0
33538,"""A list reproduces Saul Alinsky's rules for """"How to Create a Social State.""",1
2474,Bribery serves as life-support for Chinese hospitals.,0
8847,Indonesian child tests positive for bird flu.,0
34965,A young boy was beaten to death by his mother for refusing to wear girl's clothes. ,1
10348,Injecting Migraine Pain Away,2
8463,"Despite coronavirus, Americans fight for their right to a birthday party.",0
10023,"Cartilage regeneration builds a new knee, from the inside",1
19773,"""The Affordable Care Act """"will likely go down as the biggest tax increase in history.""",1
23879,Georgia has a well-deserved reputation for setting the gold standard for food safety.,1
16622,"""NextGen Climate Says Rick Scott """"is letting Duke (Energy) keep collecting billions"""" despite troubled power plants.""",2
4196,Ruling puts hold on gold exploration plans in eastern Idaho.,0
36524,"Newly uncovered video depicts Bernie Sanders, intoxicated and shirtless, singing in Russia in 1988.",2
8580,"Canada to press U.S. further on medical supplies, Trudeau says.",0
34682,A study has proved that pineapple juice is five times more effective than cough syrup.,3
32296,Prophylactic maker Durex is producing an eggplant-flavored condom.,1
35141,Staff at Gold Coast Hospital in Australia rolled in a Wilson volleyball to keep Tom Hanks company in quarantine after he was diagnosed with the coronavirus. ,1
27170,More than 100 whales are trapped in an underwater 'jail.',0
25648,"PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender.",1
17341,"""The medical marijuana ballot initiative """"doesn’t require a physician writing a prescription"""" and can be for conditions like """"having a back that needs to be scratched.""",2
6359,"Salmonella, hepatitis A reported at Crow Wing County Jail.",0
26479,Images show COVID-19 victims being buried in mass graves in New York City.,0
4020,"‘Dramatic resurgence’ of measles seen in Europe, WHO reports.",0
7605,New Mexico takes more drastic measures against virus hotspot.,0
1765,"With U.S. Ebola fear running high, African immigrants face ostracism.",0
35350,"The 1981 Farmer's Almanac contained a passage predicting that a severe, pneumatic illness would spread around the globe in 2020. ",1
6168,Bird flu found at Tyson Foods chicken supplier.,0
11368,New treatment for advanced melanoma shrinks tumors,1
41787,"""You catch a criminal, and you have to release him,"""" referring to people caught trying to enter the U.S. illegally. """,1
29965,"Some 10,8000 U.S. children were raped by illegal immigrants in 2018. ",1
1718,Peruvian ice cap harbors evidence of conquistadors' avarice.,0
28142,A shoplifter who stabbed a Marine collecting Toys for Tots was then whomped by other Marines.,0
17089,Over 300K home owner suicides attributed to foreclosures.,1
2284,Push to save African elephants stirs U.S. clash over antique ivory trade.,0
8818,Merck says FDA rejects its new cholesterol drug.,0
9944,"Nothing much works for morning sickness, study finds",1
11259,Stem Cells and Breast Surgery,0
473,Ring of fire: Australian state declares emergency as wildfires approach Sydney.,0
40470," A forwarded email about the story of how a little girl at Presbyterian Hospital in Charlotte, North Carolina miraculously recovered from cancer after an angel was seen on a video surveillance monitor. ",0
11444,Cedars-Sinai Surgeon Uses New Device to Perform First-Ever Surgery,1
37877,There is no proof social distancing is an effective measure to stop the spread of novel coronavirus or COVID-19.,1
35537,"""In U.S. elections, mail-in voting systems """"substantially"""" increase the risk of voter fraud compared to in-person voting.""",1
31216,A book about Hitler quotes him as saying that he would start a third world war — after his death.,1
17571,I’m ninth generation from New Hampshire.,2
9213,New apps designed to reduce depression and anxiety as easily as checking your phone,2
2446,United Nations reports 'dramatic' progress in fight against AIDS.,0
1780,Obesity research takes high-tech twist at Florida school.,0
37000," Ann Coulter, a conservative commentator and author, said immigrants who are blind or are in wheelchairs should not be granted citizenship. ",0
15528,"Since 2010, eight children in Georgia have died due to vehicular heatstroke.",0
7918,Gilead puts emergency access to experimental coronavirus drug on hold amid surging demand.,0
28498,Farmers are injecting fruits and vegetables with the human hormone oxytocin to enhance their growth and appearance.,2
16225,"""As a result of Obamacare, """"California seniors face benefit cuts of over $1,700.""",1
38906, An undercover Planned Parenthood video claims that the group sells fetal body parts from partial birth abortions for profit. ,1
10059,Spinal-Fluid Test Is Found to Predict Alzheimerâ€™s,1
7005,Residents investigate cancer rates near Michigan landfill.,0
8391,Singapore reports 942 new COVID-19 cases in record daily jump.,0
6307,"Detroit hospital, school losing neurosurgery training permit.",0
1803,"Parks, playgrounds offer fresh air alternatives to gym workouts.",0
15266,African-American children are 500 percent more likely to die from asthma than white kids.,0
8455,More than two million COVID-19 cases now reported worldwide: Reuters tally.,0
7452,"As Europe reopens, key virus protections are still elusive.",0
36702, Former National Security Advisor Susan Rice’s housekeeper was found dead in September 2017 after the FBI interviewed her about overheard conversations between Rice and Hillary Clinton and other members of the Obama administration. ,1
3382,Montana health department to enforce flavored vaping ban.,0
2928,PepsiCo's workplace wellness program fails the bottom line: study.,0
10941,"Study finds green tea helpful against strokes, not cancer",0
9140,New tech promises easier cervical cancer screening,1
11872,"80 percent of the (individual mandate) tax falls on those who make $50,000 a year or less.",0
27389,"""MIT offers a """"pirate certificate"""" to students who complete four physical education courses.""",0
4977,Doctors’ long-running advice: Get checked before a marathon.,0
31192,"""In July 2017, Don Moen died of """"stomach pain"""".""",1
17966,"""An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was """"dragged through the streets"""" and abused.""",1
35323,H.R. 6666 provides $100 billion to entities that perform COVID-19 testing but prohibits them from allowing any non-vaccinated persons into their facilities. ,2
1794,"More U.S. households smoke-free, study says.",0
38794, Reports that are eerily similar to the plot of “Back to the Future II” claim that Michael J. Fox has been arrested for insider sports betting. ,1
10293,Study disputes wait-and-see approach to prostate cancer,2
9284,Simple score predicts risk of death for middle-aged adults in the UK,0
9575,Rethinking the Use of Hormones to Ease Menopause Symptoms,1
10959,Garlic powerless against cholesterol,0
16897,Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,1
29298,"""Police in Sweden admitted they are """"no longer"""" investigating rape since migrant arrivals.""",1
6560,AP Exclusive: Evidence of spills at toxic site during floods.,0
28616,A list  documents the myriad reasons why people were committed to insane asylums in the 19th century.,2
16255,$2.4 million of the NIH dollars was spent on ‘origami’ condoms.,0
7939,"Coronavirus causes historic market drop, global scramble to contain 'invisible enemy'.",0
21913,"""Milwaukee’s police chief can fire officers """"for basically no cause.""",1
41646,"There are 16,481 fewer beds in hospitals since 2010.",0
8646,Swiss government expands powers to force firms to make supplies to fight COVID-19.,0
39662, A Muslim group has asked for pork-free food to be offered by food banks in Minnesota.   ,0
9966,Diabetics Try New Round-The-Clock Sensor,2
27583,SpaceX will be transporting a potentially deadly pathogen to the International Space Station as part of their next launch.,0
5131,"Massachusetts OKs ban on flavored vaping, tobacco products.",0
18779,"""Jeff Merkley Says, """"Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.""",0
